value,ij,t
0.0,n20 => n25,78
0.0,n20 => n25,79
0.0,n20 => n25,80
0.0,n20 => n25,81
0.0,n20 => n25,82
0.0,n20 => n25,83
0.0,n20 => n25,84
0.0,n20 => n25,85
0.0,n20 => n25,86
0.0,n20 => n25,87
0.0,n20 => n25,88
0.0,n20 => n25,89
0.0,n20 => n25,90
0.0,n20 => n25,91
0.0,n20 => n25,92
0.0,n20 => n25,93
0.0,n20 => n25,94
0.0,n20 => n25,95
0.0,n20 => n25,96
0.0,n27 => n26,0
0.0,n27 => n26,1
0.0,n27 => n26,2
0.0,n27 => n26,3
0.0,n27 => n26,4
0.0,n27 => n26,5
0.0,n27 => n26,6
0.0,n27 => n26,7
0.0,n27 => n26,8
0.0,n27 => n26,9
0.0,n27 => n26,10
0.0,n27 => n26,11
0.0,n27 => n26,12
0.0,n27 => n26,13
0.0,n27 => n26,14
0.0,n27 => n26,15
0.0,n27 => n26,16
0.0,n27 => n26,17
0.0,n27 => n26,18
0.0,n27 => n26,19
0.0,n27 => n26,20
0.0,n27 => n26,21
0.0,n27 => n26,22
0.0,n27 => n26,23
0.0,n27 => n26,24
0.0,n27 => n26,25
0.0,n27 => n26,26
0.0,n27 => n26,27
0.0,n27 => n26,28
0.0,n27 => n26,29
0.0,n27 => n26,30
0.0,n27 => n26,31
0.0,n27 => n26,32
0.0,n27 => n26,33
0.0,n27 => n26,34
0.0,n27 => n26,35
0.0,n27 => n26,36
0.0,n27 => n26,37
0.0,n27 => n26,38
0.0,n27 => n26,39
0.0,n27 => n26,40
0.0,n27 => n26,41
0.0,n27 => n26,42
0.0,n27 => n26,43
0.0,n27 => n26,44
0.0,n27 => n26,45
0.0,n27 => n26,46
0.0,n27 => n26,47
0.0,n27 => n26,48
0.0,n27 => n26,49
0.0,n27 => n26,50
0.0,n27 => n26,51
0.0,n27 => n26,52
0.0,n27 => n26,53
0.0,n27 => n26,54
0.0,n27 => n26,55
0.0,n27 => n26,56
0.0,n27 => n26,57
0.0,n27 => n26,58
0.0,n27 => n26,59
0.0,n27 => n26,60
0.0,n27 => n26,61
0.0,n27 => n26,62
0.0,n27 => n26,63
0.0,n27 => n26,64
0.0,n27 => n26,65
0.0,n27 => n26,66
0.0,n27 => n26,67
0.0,n27 => n26,68
0.0,n27 => n26,69
0.0,n27 => n26,70
0.0,n27 => n26,71
0.0,n27 => n26,72
0.0,n27 => n26,73
0.0,n27 => n26,74
0.0,n27 => n26,75
0.0,n27 => n26,76
0.0,n27 => n26,77
0.0,n27 => n26,78
0.0,n27 => n26,79
0.0,n27 => n26,80
0.0,n27 => n26,81
0.0,n27 => n26,82
0.0,n27 => n26,83
0.0,n27 => n26,84
0.0,n27 => n26,85
0.0,n27 => n26,86
0.0,n27 => n26,87
0.0,n27 => n26,88
0.0,n27 => n26,89
0.0,n27 => n26,90
0.0,n27 => n26,91
0.0,n27 => n26,92
0.0,n27 => n26,93
0.0,n27 => n26,94
0.0,n27 => n26,95
0.0,n27 => n26,96
0.0,n18 => n12,0
0.0,n18 => n12,1
0.0,n18 => n12,2
0.0,n18 => n12,3
0.0,n18 => n12,4
0.0,n18 => n12,5
0.0,n18 => n12,6
0.0,n18 => n12,7
0.0,n18 => n12,8
0.0,n18 => n12,9
0.0,n18 => n12,10
0.0,n18 => n12,11
0.0,n18 => n12,12
0.0,n18 => n12,13
0.0,n18 => n12,14
0.0,n18 => n12,15
0.0,n18 => n12,16
0.0,n18 => n12,17
0.0,n18 => n12,18
0.0,n18 => n12,19
0.0,n18 => n12,20
0.0,n18 => n12,21
0.0,n18 => n12,22
0.0,n18 => n12,23
0.0,n18 => n12,24
0.0,n18 => n12,25
0.0,n18 => n12,26
0.0,n18 => n12,27
0.0,n18 => n12,28
0.0,n18 => n12,29
0.0,n18 => n12,30
0.0,n18 => n12,31
0.0,n18 => n12,32
0.0,n18 => n12,33
0.0,n18 => n12,34
0.0,n18 => n12,35
0.0,n18 => n12,36
0.0,n18 => n12,37
0.0,n18 => n12,38
0.0,n18 => n12,39
0.0,n18 => n12,40
0.0,n18 => n12,41
0.0,n18 => n12,42
0.0,n18 => n12,43
0.0,n18 => n12,44
0.0,n18 => n12,45
0.0,n18 => n12,46
0.0,n18 => n12,47
0.0,n18 => n12,48
0.0,n18 => n12,49
0.0,n18 => n12,50
0.0,n18 => n12,51
0.0,n18 => n12,52
0.0,n18 => n12,53
0.0,n18 => n12,54
0.0,n18 => n12,55
0.0,n18 => n12,56
0.0,n18 => n12,57
0.0,n18 => n12,58
0.0,n18 => n12,59
0.0,n18 => n12,60
0.0,n18 => n12,61
0.0,n18 => n12,62
0.0,n18 => n12,63
0.0,n18 => n12,64
0.0,n18 => n12,65
0.0,n18 => n12,66
0.0,n18 => n12,67
0.0,n18 => n12,68
0.0,n18 => n12,69
0.0,n18 => n12,70
0.0,n18 => n12,71
0.0,n18 => n12,72
0.0,n18 => n12,73
0.0,n18 => n12,74
0.0,n18 => n12,75
0.0,n18 => n12,76
0.0,n18 => n12,77
0.0,n18 => n12,78
0.0,n18 => n12,79
0.0,n18 => n12,80
0.0,n18 => n12,81
0.0,n18 => n12,82
0.0,n18 => n12,83
0.0,n18 => n12,84
0.0,n18 => n12,85
0.0,n18 => n12,86
0.0,n18 => n12,87
0.0,n18 => n12,88
0.0,n18 => n12,89
0.0,n18 => n12,90
0.0,n18 => n12,91
0.0,n18 => n12,92
0.0,n18 => n12,93
0.0,n18 => n12,94
0.0,n18 => n12,95
0.0,n18 => n12,96
0.0,n22 => n18,0
0.0,n22 => n18,1
0.0,n22 => n18,2
0.0,n22 => n18,3
0.0,n22 => n18,4
0.0,n22 => n18,5
0.0,n22 => n18,6
0.0,n22 => n18,7
0.0,n22 => n18,8
0.0,n22 => n18,9
0.0,n22 => n18,10
0.0,n22 => n18,11
0.0,n22 => n18,12
0.0,n22 => n18,13
0.0,n22 => n18,14
0.0,n22 => n18,15
0.0,n22 => n18,16
0.0,n22 => n18,17
0.0,n22 => n18,18
0.0,n22 => n18,19
0.0,n22 => n18,20
0.0,n22 => n18,21
0.0,n22 => n18,22
0.0,n22 => n18,23
0.0,n22 => n18,24
0.0,n22 => n18,25
0.0,n22 => n18,26
0.0,n22 => n18,27
0.0,n22 => n18,28
0.0,n22 => n18,29
0.0,n22 => n18,30
0.0,n22 => n18,31
0.0,n22 => n18,32
0.0,n22 => n18,33
0.0,n22 => n18,34
0.0,n22 => n18,35
0.0,n22 => n18,36
0.0,n22 => n18,37
0.0,n22 => n18,38
0.0,n22 => n18,39
0.0,n22 => n18,40
0.0,n22 => n18,41
0.0,n22 => n18,42
0.0,n22 => n18,43
0.0,n22 => n18,44
0.0,n22 => n18,45
0.0,n22 => n18,46
0.0,n22 => n18,47
0.0,n22 => n18,48
0.0,n22 => n18,49
0.0,n22 => n18,50
0.0,n22 => n18,51
0.0,n22 => n18,52
0.0,n22 => n18,53
0.0,n22 => n18,54
0.0,n22 => n18,55
0.0,n22 => n18,56
0.0,n22 => n18,57
0.0,n22 => n18,58
0.0,n22 => n18,59
0.0,n22 => n18,60
0.0,n22 => n18,61
0.0,n22 => n18,62
0.0,n22 => n18,63
0.0,n22 => n18,64
0.0,n22 => n18,65
0.0,n22 => n18,66
0.0,n22 => n18,67
0.0,n22 => n18,68
0.0,n22 => n18,69
0.0,n22 => n18,70
0.0,n22 => n18,71
0.0,n22 => n18,72
0.0,n22 => n18,73
0.0,n22 => n18,74
0.0,n22 => n18,75
0.0,n22 => n18,76
0.0,n22 => n18,77
0.0,n22 => n18,78
0.0,n22 => n18,79
0.0,n22 => n18,80
0.0,n22 => n18,81
0.0,n22 => n18,82
0.0,n22 => n18,83
0.0,n22 => n18,84
0.0,n22 => n18,85
0.0,n22 => n18,86
0.0,n22 => n18,87
0.0,n22 => n18,88
0.0,n22 => n18,89
0.0,n22 => n18,90
0.0,n22 => n18,91
0.0,n22 => n18,92
0.0,n22 => n18,93
0.0,n22 => n18,94
0.0,n22 => n18,95
0.0,n22 => n18,96
0.0,n16 => n14,0
0.0,n16 => n14,1
0.0,n16 => n14,2
0.0,n16 => n14,3
0.0,n16 => n14,4
0.0,n16 => n14,5
0.0,n16 => n14,6
0.0,n16 => n14,7
0.0,n16 => n14,8
0.0,n16 => n14,9
0.0,n16 => n14,10
0.0,n16 => n14,11
0.0,n16 => n14,12
0.0,n16 => n14,13
0.0,n16 => n14,14
0.0,n16 => n14,15
0.0,n16 => n14,16
0.0,n16 => n14,17
0.0,n16 => n14,18
0.0,n16 => n14,19
0.0,n16 => n14,20
0.0,n16 => n14,21
0.0,n16 => n14,22
0.0,n16 => n14,23
0.0,n16 => n14,24
0.0,n16 => n14,25
0.0,n16 => n14,26
0.0,n16 => n14,27
0.0,n16 => n14,28
0.0,n16 => n14,29
0.0,n16 => n14,30
0.0,n16 => n14,31
0.0,n16 => n14,32
0.0,n16 => n14,33
0.0,n16 => n14,34
0.0,n16 => n14,35
0.0,n16 => n14,36
0.0,n16 => n14,37
0.0,n16 => n14,38
0.0,n16 => n14,39
0.0,n16 => n14,40
0.0,n16 => n14,41
0.0,n16 => n14,42
0.0,n16 => n14,43
0.0,n16 => n14,44
0.0,n16 => n14,45
0.0,n16 => n14,46
0.0,n16 => n14,47
0.0,n16 => n14,48
0.0,n16 => n14,49
0.0,n16 => n14,50
0.0,n16 => n14,51
0.0,n16 => n14,52
0.0,n16 => n14,53
0.0,n16 => n14,54
0.0,n16 => n14,55
0.0,n16 => n14,56
0.0,n16 => n14,57
0.0,n16 => n14,58
0.0,n16 => n14,59
0.0,n16 => n14,60
0.0,n16 => n14,61
0.0,n16 => n14,62
0.0,n16 => n14,63
0.0,n16 => n14,64
0.0,n16 => n14,65
0.0,n16 => n14,66
0.0,n16 => n14,67
0.0,n16 => n14,68
0.0,n16 => n14,69
0.0,n16 => n14,70
0.0,n16 => n14,71
0.0,n16 => n14,72
0.0,n16 => n14,73
0.0,n16 => n14,74
0.0,n16 => n14,75
0.0,n16 => n14,76
0.0,n16 => n14,77
0.0,n16 => n14,78
0.0,n16 => n14,79
0.0,n16 => n14,80
0.0,n16 => n14,81
0.0,n16 => n14,82
0.0,n16 => n14,83
0.0,n16 => n14,84
0.0,n16 => n14,85
0.0,n16 => n14,86
0.0,n16 => n14,87
0.0,n16 => n14,88
0.0,n16 => n14,89
0.0,n16 => n14,90
0.0,n16 => n14,91
0.0,n16 => n14,92
0.0,n16 => n14,93
0.0,n16 => n14,94
0.0,n16 => n14,95
0.0,n16 => n14,96
0.0,n13 => n21,0
0.0,n13 => n21,1
0.0,n13 => n21,2
0.0,n13 => n21,3
0.0,n13 => n21,4
0.0,n13 => n21,5
0.0,n13 => n21,6
0.0,n13 => n21,7
0.0,n13 => n21,8
0.0,n13 => n21,9
0.0,n13 => n21,10
0.0,n13 => n21,11
0.0,n13 => n21,12
0.0,n13 => n21,13
0.0,n13 => n21,14
0.0,n13 => n21,15
0.0,n13 => n21,16
0.0,n13 => n21,17
0.0,n13 => n21,18
0.0,n13 => n21,19
0.0,n13 => n21,20
0.0,n13 => n21,21
0.0,n13 => n21,22
0.0,n13 => n21,23
0.0,n13 => n21,24
0.0,n13 => n21,25
0.0,n13 => n21,26
0.0,n13 => n21,27
0.0,n13 => n21,28
0.0,n13 => n21,29
0.0,n13 => n21,30
0.0,n13 => n21,31
0.0,n13 => n21,32
0.0,n13 => n21,33
0.0,n13 => n21,34
0.0,n13 => n21,35
0.0,n13 => n21,36
0.0,n13 => n21,37
0.0,n13 => n21,38
0.0,n13 => n21,39
0.0,n13 => n21,40
0.0,n13 => n21,41
0.0,n13 => n21,42
0.0,n13 => n21,43
0.0,n13 => n21,44
0.0,n13 => n21,45
0.0,n13 => n21,46
0.0,n13 => n21,47
0.0,n13 => n21,48
0.0,n13 => n21,49
0.0,n13 => n21,50
0.0,n13 => n21,51
0.0,n13 => n21,52
0.0,n13 => n21,53
0.0,n13 => n21,54
0.0,n13 => n21,55
0.0,n13 => n21,56
0.0,n13 => n21,57
0.0,n13 => n21,58
0.0,n13 => n21,59
0.0,n13 => n21,60
0.0,n13 => n21,61
0.0,n13 => n21,62
0.0,n13 => n21,63
0.0,n13 => n21,64
0.0,n13 => n21,65
0.0,n13 => n21,66
0.0,n13 => n21,67
0.0,n13 => n21,68
0.0,n13 => n21,69
0.0,n13 => n21,70
0.0,n13 => n21,71
0.0,n13 => n21,72
0.0,n13 => n21,73
0.0,n13 => n21,74
0.0,n13 => n21,75
0.0,n13 => n21,76
0.0,n13 => n21,77
0.0,n13 => n21,78
0.0,n13 => n21,79
0.0,n13 => n21,80
0.0,n13 => n21,81
0.0,n13 => n21,82
0.0,n13 => n21,83
0.0,n13 => n21,84
0.0,n13 => n21,85
0.0,n13 => n21,86
0.0,n13 => n21,87
0.0,n13 => n21,88
0.0,n13 => n21,89
0.0,n13 => n21,90
0.0,n13 => n21,91
0.0,n13 => n21,92
0.0,n13 => n21,93
0.0,n13 => n21,94
0.0,n13 => n21,95
0.0,n13 => n21,96
0.0,n11 => n8,0
0.0,n11 => n8,1
0.0,n11 => n8,2
0.0,n11 => n8,3
0.0,n11 => n8,4
0.0,n11 => n8,5
0.0,n11 => n8,6
0.0,n11 => n8,7
0.0,n11 => n8,8
0.0,n11 => n8,9
0.0,n11 => n8,10
0.0,n11 => n8,11
0.0,n11 => n8,12
0.0,n11 => n8,13
0.0,n11 => n8,14
0.0,n11 => n8,15
0.0,n11 => n8,16
0.0,n11 => n8,17
0.0,n11 => n8,18
0.0,n11 => n8,19
0.0,n11 => n8,20
0.0,n11 => n8,21
0.0,n11 => n8,22
0.0,n11 => n8,23
0.0,n11 => n8,24
0.0,n11 => n8,25
0.0,n11 => n8,26
0.0,n11 => n8,27
0.0,n11 => n8,28
0.0,n11 => n8,29
0.0,n11 => n8,30
0.0,n11 => n8,31
0.0,n11 => n8,32
0.0,n11 => n8,33
0.0,n11 => n8,34
0.0,n11 => n8,35
0.0,n11 => n8,36
0.0,n11 => n8,37
0.0,n11 => n8,38
0.0,n11 => n8,39
0.0,n11 => n8,40
0.0,n11 => n8,41
0.0,n11 => n8,42
0.0,n11 => n8,43
0.0,n11 => n8,44
0.0,n11 => n8,45
0.0,n11 => n8,46
0.0,n11 => n8,47
0.0,n11 => n8,48
0.0,n11 => n8,49
0.0,n11 => n8,50
0.0,n11 => n8,51
0.0,n11 => n8,52
0.0,n11 => n8,53
0.0,n11 => n8,54
0.0,n11 => n8,55
0.0,n11 => n8,56
0.0,n11 => n8,57
0.0,n11 => n8,58
0.0,n11 => n8,59
0.0,n11 => n8,60
0.0,n11 => n8,61
0.0,n11 => n8,62
0.0,n11 => n8,63
0.0,n11 => n8,64
0.0,n11 => n8,65
0.0,n11 => n8,66
0.0,n11 => n8,67
0.0,n11 => n8,68
0.0,n11 => n8,69
0.0,n11 => n8,70
0.0,n11 => n8,71
0.0,n11 => n8,72
0.0,n11 => n8,73
0.0,n11 => n8,74
0.0,n11 => n8,75
0.0,n11 => n8,76
0.0,n11 => n8,77
0.0,n11 => n8,78
0.0,n11 => n8,79
0.0,n11 => n8,80
0.0,n11 => n8,81
0.0,n11 => n8,82
0.0,n11 => n8,83
0.0,n11 => n8,84
0.0,n11 => n8,85
0.0,n11 => n8,86
0.0,n11 => n8,87
0.0,n11 => n8,88
0.0,n11 => n8,89
0.0,n11 => n8,90
0.0,n11 => n8,91
0.0,n11 => n8,92
0.0,n11 => n8,93
0.0,n11 => n8,94
0.0,n11 => n8,95
0.0,n11 => n8,96
0.0,n19 => n14,0
0.0,n19 => n14,1
0.0,n19 => n14,2
0.0,n19 => n14,3
0.0,n19 => n14,4
0.0,n19 => n14,5
0.0,n19 => n14,6
0.0,n19 => n14,7
0.0,n19 => n14,8
0.0,n19 => n14,9
0.0,n19 => n14,10
0.0,n19 => n14,11
0.0,n19 => n14,12
0.0,n19 => n14,13
0.0,n19 => n14,14
0.0,n19 => n14,15
0.0,n19 => n14,16
0.0,n19 => n14,17
0.0,n19 => n14,18
0.0,n19 => n14,19
0.0,n19 => n14,20
0.0,n19 => n14,21
0.0,n19 => n14,22
0.0,n19 => n14,23
0.0,n19 => n14,24
0.0,n19 => n14,25
0.0,n19 => n14,26
0.0,n19 => n14,27
0.0,n19 => n14,28
0.0,n19 => n14,29
0.0,n19 => n14,30
0.0,n19 => n14,31
0.0,n19 => n14,32
0.0,n19 => n14,33
0.0,n19 => n14,34
0.0,n19 => n14,35
0.0,n19 => n14,36
0.0,n19 => n14,37
0.0,n19 => n14,38
0.0,n19 => n14,39
0.0,n19 => n14,40
0.0,n19 => n14,41
0.0,n19 => n14,42
0.0,n19 => n14,43
0.0,n19 => n14,44
0.0,n19 => n14,45
0.0,n19 => n14,46
0.0,n19 => n14,47
0.0,n19 => n14,48
0.0,n19 => n14,49
0.0,n19 => n14,50
0.0,n19 => n14,51
0.0,n19 => n14,52
0.0,n19 => n14,53
0.0,n19 => n14,54
0.0,n19 => n14,55
0.0,n19 => n14,56
0.0,n19 => n14,57
0.0,n19 => n14,58
0.0,n19 => n14,59
0.0,n19 => n14,60
0.0,n19 => n14,61
0.0,n19 => n14,62
0.0,n19 => n14,63
0.0,n19 => n14,64
0.0,n19 => n14,65
0.0,n19 => n14,66
0.0,n19 => n14,67
0.0,n19 => n14,68
0.0,n19 => n14,69
0.0,n19 => n14,70
0.0,n19 => n14,71
0.0,n19 => n14,72
0.0,n19 => n14,73
0.0,n19 => n14,74
0.0,n19 => n14,75
0.0,n19 => n14,76
0.0,n19 => n14,77
0.0,n19 => n14,78
0.0,n19 => n14,79
0.0,n19 => n14,80
0.0,n19 => n14,81
0.0,n19 => n14,82
0.0,n19 => n14,83
0.0,n19 => n14,84
0.0,n19 => n14,85
0.0,n19 => n14,86
0.0,n19 => n14,87
0.0,n19 => n14,88
0.0,n19 => n14,89
0.0,n19 => n14,90
0.0,n19 => n14,91
0.0,n19 => n14,92
0.0,n19 => n14,93
0.0,n19 => n14,94
0.0,n19 => n14,95
0.0,n19 => n14,96
0.0,n25 => n7,0
0.0,n25 => n7,1
0.0,n25 => n7,2
0.0,n25 => n7,3
0.0,n25 => n7,4
0.0,n25 => n7,5
0.0,n25 => n7,6
0.0,n25 => n7,7
0.0,n25 => n7,8
0.0,n25 => n7,9
0.0,n25 => n7,10
0.0,n25 => n7,11
0.0,n25 => n7,12
0.0,n25 => n7,13
0.0,n25 => n7,14
0.0,n25 => n7,15
0.0,n25 => n7,16
0.0,n25 => n7,17
0.0,n25 => n7,18
0.0,n25 => n7,19
0.0,n25 => n7,20
0.0,n25 => n7,21
0.0,n25 => n7,22
0.0,n25 => n7,23
0.0,n25 => n7,24
0.0,n25 => n7,25
0.0,n25 => n7,26
0.0,n25 => n7,27
0.0,n25 => n7,28
0.0,n25 => n7,29
0.0,n25 => n7,30
0.0,n25 => n7,31
0.0,n25 => n7,32
0.0,n25 => n7,33
0.0,n25 => n7,34
0.0,n25 => n7,35
0.0,n25 => n7,36
0.0,n25 => n7,37
0.0,n25 => n7,38
0.0,n25 => n7,39
0.0,n25 => n7,40
0.0,n25 => n7,41
0.0,n25 => n7,42
0.0,n25 => n7,43
0.0,n25 => n7,44
0.0,n25 => n7,45
0.0,n25 => n7,46
0.0,n25 => n7,47
0.0,n25 => n7,48
0.0,n25 => n7,49
0.0,n25 => n7,50
0.0,n25 => n7,51
0.0,n25 => n7,52
0.0,n25 => n7,53
0.0,n25 => n7,54
0.0,n25 => n7,55
0.0,n25 => n7,56
0.0,n25 => n7,57
0.0,n25 => n7,58
0.0,n25 => n7,59
0.0,n25 => n7,60
0.0,n25 => n7,61
0.0,n25 => n7,62
0.0,n25 => n7,63
0.0,n25 => n7,64
0.0,n25 => n7,65
0.0,n25 => n7,66
0.0,n25 => n7,67
0.0,n25 => n7,68
0.0,n25 => n7,69
0.0,n25 => n7,70
0.0,n25 => n7,71
0.0,n25 => n7,72
0.0,n25 => n7,73
0.0,n25 => n7,74
0.0,n25 => n7,75
0.0,n25 => n7,76
0.0,n25 => n7,77
0.0,n25 => n7,78
0.0,n25 => n7,79
0.0,n25 => n7,80
0.0,n25 => n7,81
0.0,n25 => n7,82
0.0,n25 => n7,83
0.0,n25 => n7,84
0.0,n25 => n7,85
0.0,n25 => n7,86
0.0,n25 => n7,87
0.0,n25 => n7,88
0.0,n25 => n7,89
0.0,n25 => n7,90
0.0,n25 => n7,91
0.0,n25 => n7,92
0.0,n25 => n7,93
0.0,n25 => n7,94
0.0,n25 => n7,95
0.0,n25 => n7,96
0.0,n24 => n20,0
0.0,n24 => n20,1
0.0,n24 => n20,2
0.0,n24 => n20,3
0.0,n24 => n20,4
0.0,n24 => n20,5
0.0,n24 => n20,6
0.0,n24 => n20,7
0.0,n24 => n20,8
0.0,n24 => n20,9
0.0,n24 => n20,10
0.0,n24 => n20,11
0.0,n24 => n20,12
0.0,n24 => n20,13
0.0,n24 => n20,14
0.0,n24 => n20,15
0.0,n24 => n20,16
0.0,n24 => n20,17
0.0,n24 => n20,18
0.0,n24 => n20,19
0.0,n24 => n20,20
0.0,n24 => n20,21
0.0,n24 => n20,22
0.0,n24 => n20,23
0.0,n24 => n20,24
0.0,n24 => n20,25
0.0,n24 => n20,26
0.0,n24 => n20,27
0.0,n24 => n20,28
0.0,n24 => n20,29
0.0,n24 => n20,30
0.0,n24 => n20,31
0.0,n24 => n20,32
0.0,n24 => n20,33
0.0,n24 => n20,34
0.0,n24 => n20,35
0.0,n24 => n20,36
0.0,n24 => n20,37
0.0,n24 => n20,38
0.0,n24 => n20,39
0.0,n24 => n20,40
0.0,n24 => n20,41
0.0,n24 => n20,42
0.0,n24 => n20,43
0.0,n24 => n20,44
0.0,n24 => n20,45
0.0,n24 => n20,46
0.0,n24 => n20,47
0.0,n24 => n20,48
0.0,n24 => n20,49
0.0,n24 => n20,50
0.0,n24 => n20,51
0.0,n24 => n20,52
0.0,n24 => n20,53
0.0,n24 => n20,54
0.0,n24 => n20,55
0.0,n24 => n20,56
0.0,n24 => n20,57
0.0,n24 => n20,58
0.0,n24 => n20,59
0.0,n24 => n20,60
0.0,n24 => n20,61
0.0,n24 => n20,62
0.0,n24 => n20,63
0.0,n24 => n20,64
0.0,n24 => n20,65
0.0,n24 => n20,66
0.0,n24 => n20,67
0.0,n24 => n20,68
0.0,n24 => n20,69
0.0,n24 => n20,70
0.0,n24 => n20,71
0.0,n24 => n20,72
0.0,n24 => n20,73
0.0,n24 => n20,74
0.0,n24 => n20,75
0.0,n24 => n20,76
0.0,n24 => n20,77
0.0,n24 => n20,78
0.0,n24 => n20,79
0.0,n24 => n20,80
0.0,n24 => n20,81
0.0,n24 => n20,82
0.0,n24 => n20,83
0.0,n24 => n20,84
0.0,n24 => n20,85
0.0,n24 => n20,86
0.0,n24 => n20,87
0.0,n24 => n20,88
0.0,n24 => n20,89
0.0,n24 => n20,90
0.0,n24 => n20,91
0.0,n24 => n20,92
0.0,n24 => n20,93
0.0,n24 => n20,94
0.0,n24 => n20,95
0.0,n24 => n20,96
0.0,n27 => n25,0
0.0,n27 => n25,1
0.0,n27 => n25,2
0.0,n27 => n25,3
0.0,n27 => n25,4
0.0,n27 => n25,5
0.0,n27 => n25,6
0.0,n27 => n25,7
0.0,n27 => n25,8
0.0,n27 => n25,9
0.0,n27 => n25,10
0.0,n27 => n25,11
0.0,n27 => n25,12
0.0,n27 => n25,13
0.0,n27 => n25,14
0.0,n27 => n25,15
0.0,n27 => n25,16
0.0,n27 => n25,17
0.0,n27 => n25,18
0.0,n27 => n25,19
0.0,n27 => n25,20
0.0,n27 => n25,21
0.0,n27 => n25,22
0.0,n27 => n25,23
0.0,n27 => n25,24
0.0,n27 => n25,25
0.0,n27 => n25,26
0.0,n27 => n25,27
0.0,n27 => n25,28
0.0,n27 => n25,29
0.0,n27 => n25,30
0.0,n27 => n25,31
0.0,n27 => n25,32
0.0,n27 => n25,33
0.0,n27 => n25,34
0.0,n27 => n25,35
0.0,n27 => n25,36
0.0,n27 => n25,37
0.0,n27 => n25,38
0.0,n27 => n25,39
0.0,n27 => n25,40
0.0,n27 => n25,41
0.0,n27 => n25,42
0.0,n27 => n25,43
0.0,n27 => n25,44
0.0,n27 => n25,45
0.0,n27 => n25,46
0.0,n27 => n25,47
0.0,n27 => n25,48
0.0,n27 => n25,49
0.0,n27 => n25,50
0.0,n27 => n25,51
0.0,n27 => n25,52
0.0,n27 => n25,53
0.0,n27 => n25,54
0.0,n27 => n25,55
0.0,n27 => n25,56
0.0,n27 => n25,57
0.0,n27 => n25,58
0.0,n27 => n25,59
0.0,n27 => n25,60
0.0,n27 => n25,61
0.0,n27 => n25,62
0.0,n27 => n25,63
0.0,n27 => n25,64
0.0,n27 => n25,65
0.0,n27 => n25,66
0.0,n27 => n25,67
0.0,n27 => n25,68
0.0,n27 => n25,69
0.0,n27 => n25,70
0.0,n27 => n25,71
0.0,n27 => n25,72
0.0,n27 => n25,73
0.0,n27 => n25,74
0.0,n27 => n25,75
0.0,n27 => n25,76
0.0,n27 => n25,77
0.0,n27 => n25,78
0.0,n27 => n25,79
0.0,n27 => n25,80
0.0,n27 => n25,81
0.0,n27 => n25,82
0.0,n27 => n25,83
0.0,n27 => n25,84
0.0,n27 => n25,85
0.0,n27 => n25,86
0.0,n27 => n25,87
0.0,n27 => n25,88
0.0,n27 => n25,89
0.0,n27 => n25,90
0.0,n27 => n25,91
0.0,n27 => n25,92
0.0,n27 => n25,93
0.0,n27 => n25,94
0.0,n27 => n25,95
0.0,n27 => n25,96
0.0,n2 => n3,0
0.0,n2 => n3,1
0.0,n2 => n3,2
0.0,n2 => n3,3
0.0,n2 => n3,4
0.0,n2 => n3,5
0.0,n2 => n3,6
0.0,n2 => n3,7
0.0,n2 => n3,8
0.0,n2 => n3,9
0.0,n2 => n3,10
0.0,n2 => n3,11
0.0,n2 => n3,12
0.0,n2 => n3,13
0.0,n2 => n3,14
0.0,n2 => n3,15
0.0,n2 => n3,16
0.0,n2 => n3,17
0.0,n2 => n3,18
0.0,n2 => n3,19
0.0,n2 => n3,20
0.0,n2 => n3,21
0.0,n2 => n3,22
0.0,n2 => n3,23
0.0,n2 => n3,24
0.0,n2 => n3,25
0.0,n2 => n3,26
0.0,n2 => n3,27
0.0,n2 => n3,28
0.0,n2 => n3,29
0.0,n2 => n3,30
0.0,n2 => n3,31
0.0,n2 => n3,32
0.0,n2 => n3,33
0.0,n2 => n3,34
0.0,n2 => n3,35
0.0,n2 => n3,36
0.0,n2 => n3,37
0.0,n2 => n3,38
0.0,n2 => n3,39
0.0,n2 => n3,40
0.0,n2 => n3,41
0.0,n2 => n3,42
0.0,n2 => n3,43
0.0,n2 => n3,44
0.0,n2 => n3,45
0.0,n2 => n3,46
0.0,n2 => n3,47
0.0,n2 => n3,48
0.0,n2 => n3,49
0.0,n2 => n3,50
0.0,n2 => n3,51
0.0,n2 => n3,52
0.0,n2 => n3,53
0.0,n2 => n3,54
0.0,n2 => n3,55
0.0,n2 => n3,56
0.0,n2 => n3,57
0.0,n2 => n3,58
0.0,n2 => n3,59
0.0,n2 => n3,60
0.0,n2 => n3,61
0.0,n2 => n3,62
0.0,n2 => n3,63
0.0,n2 => n3,64
0.0,n2 => n3,65
0.0,n2 => n3,66
0.0,n2 => n3,67
0.0,n2 => n3,68
0.0,n2 => n3,69
0.0,n2 => n3,70
0.0,n2 => n3,71
0.0,n2 => n3,72
0.0,n2 => n3,73
0.0,n2 => n3,74
0.0,n2 => n3,75
0.0,n2 => n3,76
0.0,n2 => n3,77
0.0,n2 => n3,78
0.0,n2 => n3,79
0.0,n2 => n3,80
0.0,n2 => n3,81
0.0,n2 => n3,82
0.0,n2 => n3,83
0.0,n2 => n3,84
0.0,n2 => n3,85
0.0,n2 => n3,86
